id,link,question,opa,opb,opc,opd,diagnosis,answer_idx,answer,field,hasImage,image_link,difficulty
168,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2792062,"A 53-year-old woman presented to the emergency department after awakening with right preauricular and right upper neck swelling. She had a history of coronary artery disease and prior myocardial infarction that was treated with warfarin. She denied any personal or family history of cancer. She was previously briefly a smoker. A physical examination revealed no erythema or tenderness of the parotid. Her cranial nerves were intact, specifically the right facial nerve and its branches. The oral mucosa was intact with no epithelial lesions. Urinalysis results revealed slight hematuria. Her international normalized ratio (INR) was 4.4. Contrast-enhanced computed tomography (CT) revealed an ill-defined infiltrative mass centered in the deep lobe of the right parotid with extension into surrounding soft tissue spaces (Figure, A). A follow-up CT was performed 6 weeks later (Figure, B). A, Axial contrast-enhanced computed tomography (CT) reveals an ill-defined, infiltrative lesion centered in the deep lobe of the right parotid gland. B, Six weeks later. What Is Your Diagnosis?",Primary parotid gland cancer,Parotid gland lymphoma,Parotid gland hemorrhage,Benign parotid gland tumor,,C,Parotid gland hemorrhage,Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/otol/938926/m_ocg220005f1_1653508684.29447.png?Expires=1742320563&Signature=bMSNezp8yjrabXn5L1fwVXqzpdHxcpS6oGAh5QjQpIpCShukVEvZv0ADKYEgetOu~RnTYP1waZMJweVjmP5XQXED~EM74x625FR3i~9JNSdXctf61981XueNzMsVkTdrg~qXkGSNdPGsiQGM98VJEvT-hbH7xdffLssJ2~LUMs0EbFD5yqyRBtIAwFb0meMCd3HjL-nwr5EY8feUaO5ed1bXZiOYxJ-IqoG4tEjrrWRcEcgyecJm5yBfi4YxvvE3DJdU3Gvl7Gh7qkkZECanZMRmQSG8uMASTgy-47JHN~XVhyTluxFXF3fl9h9fSgHIy57nitfPL71~NtplhTczow__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
169,https://jamanetwork.com/journals/jamadermatology/fullarticle/2791020,"A 2-year-old girl who was otherwise healthy presented with a 10-month history of asymptomatic skin depressions in her neck, nape, and submandibular regions. The lesion initially occurred as an erythema in the neck and progressed centrifugally to the nape and submandibular areas. Atrophy was observed in the center of the lesion, surrounded by an erythematous border, with underlying blood vessels being visible deep to the atrophy (Figure, A). A, Atrophy in the center of the lesion, surrounded by an erythematous border, with underlying blood vessels deep to the atrophy. B, A biopsy specimen taken from the edge of the depressed lesion showing normal epidermis and dermis, no inflammatory cell infiltration within the dermis, and somewhat diminished subcutaneous fatty tissue (hematoxylin-eosin). C, The same specimen at a greater magnification (hematoxylin-eosin). D, Ultrasonographic findings showing markedly thinner subcutaneous fat of the skin (thickness of thinner region, 0.08 cm). Cervical lymph nodes were palpable bilaterally. Tactile responses within the depressed as well as surrounding areas were normal. Other physical examinations were without abnormalities. Her medical and family histories were unremarkable. Her parents denied drug injection or trauma history. Results of routine laboratory tests, HIV test, serological test of antibodies forBorrelia, and antinuclear antibody test were within normal limits or negative. After obtaining informed consent from her parents, a biopsy specimen was taken from the edge of the depressed lesion for histological examination. What Is Your Diagnosis?",Morphea,Lupus panniculitis,Lipodystrophia centrifugalis abdominalis infantilis,Subcutaneous fat necrosis of the newborn,,C,Lipodystrophia centrifugalis abdominalis infantilis,JAMA Dermatology Clinicopathological Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/derm/938933/m_dcg220004f1_1654530078.09573.png?Expires=1742320566&Signature=HxBhz3c2wJM9ZtyiSXSQDZRvGzeT3n8Nc2CqJsGLL1-hEt6aj2E0qNJs1U6wUqBkt5RDL3nkgfoYSzrgcR-RooYiKXypMwiaZyEACfHPyWED4rEZT4J6WBTnWytzOZK2ljkyzOgoB5iU0~GNW68t-4LbCKlyGqsOlsOFOode1whyWmlPFGD4jZztAMHtyi4XhoRIoKdrnNNWx1A28TlBTHhO2h3jbYX7tA-BtYhrHV4penzFuhwdTYZUnih87BPlV1A0ov42NEKxK-oB6glKo5aabHoIlUzSABVgtHlQnjjJg7M-piVKXClscXD2~AZBoFTN6AG5lC3m1DGWfxYKIA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
170,https://jamanetwork.com/journals/jamadermatology/fullarticle/2791842,"A woman in her 40s presented with painful erythematous plaques on her trunk (Figure, A). Skin lesions developed 2 months earlier and progressively spread. She reported abdominal discomfort, weight loss, and vaginal bleeding. A solid mass on her lower abdomen that had been palpable about 10 years prior had rapidly increased in size within the past few months. Physical examination revealed erythematous plaques on the right chest and flank without warmth. Punch biopsy of a lesion from the chest was sent for histopathological examination (Figure, B and C). A, Erythematous plaques involving the right chest and flank at the initial presentation. B and C, Large atypical cells with clear or eosinophilic cytoplasm forming papillary and glandular architectures are present in the deep dermis; lymphovascular invasion was observed in the superficial and deep dermis (hematoxylin-eosin). D, Contrast-enhanced computed tomographic scan of the abdomen and pelvis showing a large heterogeneous mass in the right rectus abdominis muscle (blue arrowhead) and cystic lesion in the left ovary (pink arrowhead). What Is Your Diagnosis?",Interstitial granulomatous dermatitis,Wolf isotopic response,Metastatic carcinoma,Cutaneous endometriosis,,C,Metastatic carcinoma,JAMA Dermatology Clinicopathological Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/derm/938933/m_dcg220005f1_1654530075.98705.png?Expires=1742320569&Signature=AbbGsFwCkRg8gMPCq5p80oiHx7pn2hNChZrYNWFubhgwwVaQc8X3dJpaKxIDeQAN1x54Acm1AokeRjvgnc9kCF2BtxTfEa3kmjRNDaMzXWW9UbmwgXN~EP7OWdQ39hZ~PBOwNajw52yUNvup4ljofRFf0NVZES7cwYhQnedKg1H1jp-NEJnGbPsybPHCTtBquUXMH01ReXPDBGwHnckCoFOa~U6K6jDcWzeGiK4YTM9YUynk-Rp1mlcZZIUdQHDihp3o7JJVBOq1Ho~lxpV19syCHbIOkLVrlKgH6R0~UylG72Gg6hxrrqpuucUP96-iIXfcvVSR2Mb~L8bnnVi5zA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
171,https://jamanetwork.com/journals/jamaneurology/fullarticle/2792230,"A man aged 44 years was referred for progressive parkinsonism with poor levodopa response. His medical history comprised unexplained sensory hearing loss, hyperlipidemia, and osteoarthritis. At age 23 years, he had bilateral cataract surgery, and over the last 2 years, he developed worsening stiffness and walking difficulties with frequent falls. He reported features of rapid eye movement (REM) sleep behavior disorder, restless legs syndrome (RLS), visual daytime hallucinations, and rapid cognitive decline. He was given levodopa/benserazide (up to 200 mg/50 mg 4 times daily) without improvement on his Unified Parkinson Disease Rating Scale scores. Therefore, his dopaminergic medication was ceased. Family history was negative for movement or developmental disorders. His neurologic examination showed hypomimia, symmetrical bradykinesia, and rigidity of the extremities without tremors (Video). There was full range of eye movements with large-amplitude saccadic intrusions on smooth pursuit in all directions. Neuropsychological assessment revealed significant abnormalities in cognitive functioning, affecting verbal and nonverbal cognitive skills (ie, speed of information processing, visuospatial skills, verbal and visual memory loss, executive skills). Mini-Mental Status Examination score was 26 of 30 points. Systemic examination was unremarkable. Laboratory and cerebral spinal fluid testing (ie, paraneoplastic antibodies Hu, Yo, Ri, CV2, Ma2, amphiphysin, glutamic acid decarboxylase, N-methyl-d-aspartic acid, LGI1, and Caspr2, 14-3-3 protein) were normal. Cranial magnetic resonance imaging (MRI) showed mild frontal and parietal atrophy. An electroencephalogram demonstrated slowing in keeping with moderate generalized encephalopathy. Total-body positron emission tomography (PET) using fluorine 18 (18F) fluorodeoxyglucose (FDG) as a tracer showed no FDG-avid lesions; however, a subsequent brain-specific FDG-PET/MRI revealed hypometabolism throughout the left cerebral hemisphere and crossed cerebellar diaschisis (Figure 1). As the patient’s cognitive function and parkinsonism had deteriorated rapidly, a brain biopsy of the left frontal cortex was done. Immunohistochemistry showed scattered globular inclusions consistent with Lewy bodies. A, Axial fluorine 18 (18F) fluorodeoxyglucose (FDG) positron emission tomography (PET) imaging shows reduced FDG uptake in the left frontal, temporal, and occipital lobes, as well as subtle hypometabolism in the left basal ganglia and left thalamus. B, Crossed cerebellar diaschisis as a result of contralateral supratentorial asymmetry is seen in the coronal plane. What Is Your Diagnosis?",Progressive supranuclear palsy,"Mitochondrial encephalopathy, lactic acidosis, and strokelike episodes",Autosomal recessive parkinsonism,Paraneoplastic syndrome,,C,Autosomal recessive parkinsonism,JAMA Neurology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/neur/938931/m_ncg220001f1_1653667102.96059.png?Expires=1742320571&Signature=Hk-t34IoMloESiv7NsSZPog1eq4~C2qwmfJPnjjvprAIHTP~taj0FiaFzO~NKuCyAMqwFiv0lhfIB7WM5KwdMKitwJipYKUcxZUY5qvOOWJvG6-Qi1SHRmzLIeJiVKOqkRGdYeDnVG4E8gtib5arIUBXTco2I54qND4L5~4zTLVgmqXZcdN3kVereAGUMbkzWvKaKL68hUTyLt5KsS9b-nHoGI53nppT4EeBLVz0H0QCmQBRy~FvxrkLxuaqxgpG4dDn~~CiRk5aBvN-oMquC5-3ccFCJksycBqCxF89-lmH5Ue5VHP6tqgZgLTcEe-QLoR9AmkY3kIvU-aF6pe~gw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
172,https://jamanetwork.com/journals/jama/fullarticle/2791899,"A man in his 60s with a history of hypertension and hyperlipidemia presented to dermatology clinic with a 4-month history of fatigue, night sweats, and weight loss and 2 months of enlarging lesions on his scalp and hands. He reported no new medications or recent infection. His temperature was 37.5 °C (99.5 °F); heart rate, 102/min; blood pressure, 98/72 mm Hg; respiratory rate, 12/min; and oxygen saturation, 94% on room air. His skin examination revealed 3 tender, nonfluctuant 10-cm scalp plaques with overlying hemorrhagic crust and necrosis on an erythematous indurated base (Figure, left panel). Similar-appearing papules and plaques were present on the dorsal surfaces of his hands. The remainder of his physical examination was normal. Left, 10-cm tender plaque on the patient’s scalp, with overlying hemorrhagic crust and necrosis on an erythematous indurated base. Right, Tissue sample from punch biopsy of patient’s hand shows papillary dermal edema, a dense dermal neutrophilic infiltrate, blister formation, and red cell extravasation (hematoxylin-eosin, original magnification ×400). Blood testing revealed a hemoglobin level of 7.1 g/dL; white blood cell count, 2000/μL; and platelet count, 105 000/μL. Results of vitamin B12, folate, and iron studies were within normal limits. Erythrocyte sedimentation rate was 85 mm/h and C-reactive protein level was 147 mg/L. A peripheral blood smear demonstrated no blast forms. Computed tomography scan of the chest, abdomen, and pelvis with intravenous contrast performed on the day of presentation showed no infiltrates, mass, lymphadenopathy, or pulmonary embolus but revealed an acute deep vein thrombosis (DVT) involving the left common and external iliac veins and distal inferior vena cava. The patient declined hospital admission, and treatment with apixaban was started. Punch biopsies of the scalp and left hand revealed a dense dermal neutrophilic infiltrate with marked edema without vasculitis (Figure, right panel). No organisms were seen using special stains for bacteria, fungi, and acid-fast organisms. What Would You Do Next?",Obtain blood cultures and start intravenous vancomycin,Perform a bone marrow biopsy with flow cytometry and cytogenetics,Perform incision and drainage of the skin lesions,Prescribe oral dapsone,,B,Perform a bone marrow biopsy with flow cytometry and cytogenetics,JAMA Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/jama/938914/m_jcg220005f1_1652453161.15064.png?Expires=1742962785&Signature=Y0TLtyif7DyVZD6Och8HA8aJv-N6cwWRjiC47B7AE0hl-9u1kuAWeSE6xFwvfIf2M42CGpgmAZcdtgTA-F5P0Wzq0KHQ2aulO-olKjChFK8CJuuZ1O7cGMj64kqjY4g78YGONwaf7tiR-H-s2OE6xbleB0mA2CGOmDJkf7JLfOv64pLVPHEzM-ngK6ZKlm872-4gr8q3IRCuP7nRPEEklxMZI6yIz5jPGjkzoQWtdATDC6hsjYj2ylll20RfYvbmz6VMmVBwQ6~4h1q2KAc6fZxMhILRvRM85eIXU8jU5TYFRldpePnpjEHR618hO2ABQFhEEYZ1M5mWMJ3cg7qVEQ__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
173,https://jamanetwork.com/journals/jama/fullarticle/2791317,"A healthy 27-year-old woman received a COVID-19 mRNA booster vaccine (Moderna) on December 7, 2021. She had not experienced adverse effects after the first 2 vaccine doses on January 17 and February 5, 2021. Twelve days after the booster vaccination, she developed pruritic wheals on her face and bilateral, transient eyelid swelling. Over the next week, a pruritic rash spread over her neck, chest, trunk, and arms; each lesion faded without scarring within 24 hours. She did not experience lip, tongue, or neck swelling; shortness of breath; wheezing; chest pain; or palpitations. Application of pressure to her forearm in a circular motion using a pen cap elicited wheal and flare lesions (Figure, left panel). On physical examination, performed 17 days after the onset of rash, her vital signs were normal. She had no tongue, lip, or throat swelling, and her lungs were clear to auscultation bilaterally. Wheal and flare lesions developed on her upper eyelids during the examination and resolved after approximately 30 minutes (Figure, right panel). Light pressure applied to her skin with a tongue depressor elicited wheal and flare lesions within 3 to 5 minutes. Wheal and flare lesions on patient’s forearm (left) and eyelids (right). The patient had no history of atopy, urticaria, angioedema, or food or drug allergy and no recent infections. She took no prescription medications and reported no recent use of over-the-counter medications, including nonsteroidal anti-inflammatory drugs. She had no recent travel, exposure to animals, or use of new personal care products. What Would You Do Next?",Advise the patient against future COVID-19 mRNA vaccination because of allergy,Prescribe a preloaded epinephrine autoinjector and refer for allergy testing,Prescribe a nonsedating antihistamine at a standard dose and increase to high-dose antihistamine if symptoms persist,Prescribe oral prednisone (60 mg per day for 5 days),,C,Prescribe a nonsedating antihistamine at a standard dose and increase to high-dose antihistamine if symptoms persist,JAMA Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/jama/938905/m_jcg220004f1_1650666732.31993.png?Expires=1742962793&Signature=TzUCGe17ua8jcjycw5aD3c~7thEYP57J0QevUq6QymJFitaJWwswFOpu2VXJL92Wa29MAy4LVtElY48iqx9U0GLQPOaXufllW67x7fpJeY4HNAwVHFqNjpqwiZmkIL~JbDMDknBMHRDcxx-vedwMJjO0ZlcrKSXUtY7BC6jpDdhqdfS~5dxtqsEkrph8ZQvMOLQb44x1gjGZsodlUv4bUUQrslPyau375JVTEW~mVPn4g1pmw-PxeLa7XwEpMmGUOmKCi8VxKlZqirHjOGDgruawRt0n2vI2-9Ti3cDRcgCQm6hiinQPfLN7EfcXZ67e04dTn9gpWmBf-9kNG-r9cA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
174,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/2790094,"A 63-year-old man presented with a history of previous left superficial parotidectomy 10 years before for a Warthin tumor. His histology results showed a 5-cm Warthin tumor, with a focus of nodular oncocytic hyperplasia in the adjacent parenchyma and reactive intraparotid lymph nodes. He presented to the ear, nose, and throat clinic and complained of pain in the operative site of 6 months duration. This occurred intermittently once a week and lasted for a few minutes each time. It was associated with a small lump over the left neck, and the pain was worse on touch and head turning. On examination, there was a 3-mm nodularity palpated deep to the neck wound along the mid sternocleidomastoid muscle. It was associated with focal tenderness. His facial nerve function was otherwise normal, and sensation in the ear lobe was intact. A magnetic resonance imaging (MRI) scan was performed, and the results showed no focal lesion in either parotid glands or at the area of interest over the left sternocleidomastoid muscle. The patient was counseled for an excisional biopsy of the left neck nodule. The intraoperative photograph of the neck and the excised specimen is shown inFigure 1. Intraoperative photograph of the left lateral neck and the excised specimen. The black arrowhead indicates left neck lesion, the white arrowhead the external jugular vein. What Is Your Diagnosis?",Reactive lymphoid hyperplasia,Greater auricular nerve neuroma,Recurrent parotid tumor,Metastatic tumor deposit,,B,Greater auricular nerve neuroma,Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/otol/938918/m_ocg220002f1_1652208904.41148.png?Expires=1742320578&Signature=rO4eI5FDX9equRnYI5d51Wk1pPs0zvriqDK8t524ZunxljveJ6ZoGGfGQFHbP2ke0ih8La9~0WA2lZQgjUEVynHA7oHTbD56XvAnPM79YYY~HGdfDo2DfgevyuC4IIyuAXhjQJ1Ql6GlhEzenGxXdACshyG2MCka7ZyFJOrTP8grlgUK6X0OpBxdI1yda~MsV7vN-N0UOLJbpXKlo0x5Q5fCyEYxhXkqHNTw9alkp9JOBprBO-s3Y-RiysnK-qdQr2i56jtE0n9GNvn436ZsYSkgKHANnbEn73yQxHtgFNCSLfbR26-S4CD0e98Z34XwgtiGwSTFrO9YD1d3gLmoqw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
175,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2789474,"A 20-year-old woman presented with complaints of blurred vision in her left eye over several weeks and a growing, bulging left-eye mass. Her history was notable for bilateral colobomas involving the iris, optic nerve, and retina; congenital cataracts after lensectomy of the left eye; retinal detachment with proliferative vitreoretinopathy of the left eye requiring a scleral buckle and silicone oil; and intractable glaucoma in the left eye requiring a superior trabeculectomy, an inferotemporal Ahmed tube implant, and multiple diode cyclophotocoagulation treatments. Because of the high risk of retinal redetachment, the silicone oil was retained throughout the glaucoma procedures. The patient presented 9 months after the last cyclophotocoagulation procedure. At presentation, she was taking dorzolamide-timolol, brimonidine, netarsudil, and latanoprost for her left eye. Best-corrected visual acuity was 20/80 OD and light perception OS. Intraocular pressures (IOPs) were 11 mm Hg OD and 20 mm Hg OS. Examination of the left eye revealed a large, firm, pink subconjunctival mass inferotemporally near the Ahmed valve (Figure 1). There was a left hypertropia of more than 45° by Hirschberg test. The anterior chamber was deep with fine silicone oil bubbles superiorly. The aphakic left eye revealed a well-positioned tube. Cup-disc ratios were 0.7 OD and 0.8 OS. The retina was centrally attached under silicone oil with a stable peripheral tractional retinal detachment. Preoperative appearance of a subconjunctival mass of the left eye after inferior temporal Ahmed valve surgery. What Would You Do Next?",Bleb revision with excision of the mass,Fine-needle aspiration of the mass,Silicone oil removal from the vitreous cavity,Transscleral cyclophotocoagulation and removal of the mass and Ahmed valve,,D,Transscleral cyclophotocoagulation and removal of the mass and Ahmed valve,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/938916/m_ecg210028f1_1651869725.07619.png?Expires=1743454196&Signature=HHM-paHrS0GSnV5DnaPwg~mAfRfkBZU0KYQpalbTjUDKxJs2z96dsLoBI2yZs2nZYOauL4Dw3lDez~rSPy0nfNWmVVaBvR7Fduw9jd~riFC~jneFkyeRg5SJ0JzycSv8vzyCVJD72ABk0oyQJSfD45GulkfNI1Bx5mo~6mctvFWLU4m7-64kCb1gFjPTIqt8OIDn4UwUsJvBI3jTlJOF3wVexhmqq8H12pPyRi0z7Q-i0~pFG9jx3J2-5YySGs4KKSLRBceyY-j8-SpcqWA08pH4e8gr0Osb2sRKf4D7~MJqXysrk~0twC3xXJVxR~RYGSc0YyG~2YK7e6rrixM4CA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
176,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2789634,"A 12-year-old girl with an unremarkable medical and ocular history was admitted for workup of anemia (hemoglobin, 6.7 g/dL; to convert to grams per liter, multiply by 10) and leukopenia (white blood cell count, 1220 cells/μL; to convert to ×109cells per liter, multiply by 0.001) with associated symptoms of headache, malaise, recent cough, and fever. Inflammatory markers were elevated with an erythrocyte sedimentation rate greater than 130 mm/h and a C-reactive protein level of 1.48 mg/dL (to convert to milligrams per liter, multiply by 10). The patient noted floaters in her right eye, which prompted an ophthalmology consultation. On bedside examination, her near visual acuity was J1+ (Snellen equivalent, 20/20 OU), and color vision was full in both eyes; the patient’s intraocular pressure, pupils, extraocular movements, and confrontational visual fields were all unremarkable. Dilated examination revealed grade I and II optic disc edema in the right and left eyes, respectively, and peripapillary hemorrhage in the right eye. Optical coherence tomography was obtained 3 days after initial consultation, which confirmed bilateral disc edema, more pronounced in the left eye than the right eye (Figure 1), and 24-2 Humphrey visual field examination in both eyes was normal. Magnetic resonance imaging (MRI) of the brain and orbits with and without contrast and lumbar puncture were obtained, and results showed diffuse signal abnormality in the bone marrow compartment and findings suggestive of papilledema. Magnetic resonance venography did not reveal thrombosis. Opening pressure during lumbar puncture was 37 cm H2O (upper limit of normal, 28 cm H2O); all cerebrospinal fluid (CSF) viral serology test results were negative, and glucose level and red and white blood cell counts were all within normal limits. CSF protein was slightly decreased at 10.4 mg/dL, and CSF cytospin findings were unremarkable. Optical coherence tomography of the right (A) and left (B) optic discs showing edema (mean retinal nerve fiber layer thickness, 158 μm and 187 μm in the right and left eye, respectively). What Would You Do Next?",Repeat serial ophthalmic examinations,Diagnose and treat idiopathic intracranial hypertension,Perform bone marrow biopsy,Repeat serial lumbar punctures,,C,Perform bone marrow biopsy,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/938916/m_ecg210029f1_1651869723.06908.png?Expires=1742320582&Signature=Oy37UFwKzMTSkfjBVv3IYBQaIRU~el2zE5MXYHYA5AIV5F3l6jNnR1AynVuhTU7D6y8a02I~DAVhQAD4y4D4Rou7KPIMdey5HnfXeIOOWEVZ6MKU1CVfgl~uyCGxM6NNAOy8EKFdIyDLZODs1SkhVw-pZrNHQL9pysK8ovXDAunb4QfO3RmxcLd8nWHB351~n3wYSJcJalmf7o4p29KR9GczEuVdyZDlTwXdE0Ll5v-pFI5fSQP7t8HWe8W72oUoVnhl1bGqbH1Q17eKz8AU6zJtKsYGfpJFuqaM8I70NeBjTND8aCiYKXLAxUHhq28ttW~t3n7yHFYiT6wyKblYcA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
177,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2789802,"A patient in their 60s with a medical history of hypertension was referred for new-onset fluctuating diplopia and worsening right upper eyelid ptosis. The patient underwent right-sided ptosis repair at another hospital less than 1 year earlier without improvement. Best-corrected visual acuity was 20/30 OU, and pupil examination revealed no anisocoria or afferent pupillary defect. Color vision was full in both eyes. External examination revealed a margin reflex distance 1 (MRD1) of 0 mm OD, 4 mm OS without fatigability in extended upgaze (Figure 1A). The patient had a small exotropia in primary gaze with a −2 supraduction deficit. No proptosis was observed. An ice pack was applied in the clinic to the ptotic eyelid for 2 minutes, which led to a 1.5-mm improvement (Figure 1B) in ptosis and no appreciable change in strabismus. The patient reported no associated headache, weakness, or difficulty swallowing. External photographs demonstrate ptosis of the right upper eyelid with a margin reflex distance 1 of 0 mm (A) that improved by 1.5 mm after application of an ice pack for 2 minutes (B). What Would You Do Next?",Serum testing for autoantibodies,Magnetic resonance imaging of the brain and orbit,Revision ptosis repair,Begin symptomatic management with cholinesterase inhibitor,,B,Magnetic resonance imaging of the brain and orbit,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/938916/m_ecg210030f1_1651869721.00706.png?Expires=1742320584&Signature=3csWFagnLI0llrMSiNzOuTY~u3SRnff4~HBEwSZHd2OCCMwKTNntU-3a8GZO8PbD~uX0pDyVkvctineqaXNuQgoaEaDcfPBvWLtc9WulHS0xJLgWQFF6oZxU2JLSv8-U6TK9SVBPP72DWvaZWqewJFt5wGixP4lyF1a8zx2xDsjR3Gsadp4drAS1mY-gb~weYwmg9RgnGfXSViPilpJ9SHG9iCBA0yUS4u6vUrlEaF39P-ykCu2ONX8hhgam6W35Ugr5GXNaJ4YtmglmVF4qX5FWYV7~TqQDM0AkTTIJNaX6x9DDqkKSwjpwuBN2mbHu5-jwg2eehwNcUrk~sEt6bw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
178,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2790202,"A 65-year-old woman was referred with a 6-week history of blurry vision, ocular pain, and subconjunctival yellow discoloration in the left eye. Suspicious retinal detachment and intraocular mass were identified, which raised concerns for choroidal melanoma. No symptoms or signs were reported in the right eye. Her ocular history included bilateral cataract surgery 5 years prior. Review of systems yielded negative results, including for ocular trauma, jaundice, and cutaneous melanoma. She had no history of tobacco use. On examination of the left eye, visual acuity was hand motion, and intraocular pressure was 8 mm Hg. The anterior segment showed diffuse conjunctival chemosis of yellow hue, low-grade aqueous reaction, and pseudophakia (Figure 1A). On the fundus evaluation, large pockets of subretinal fluid suggested choroidal effusion based on marked fluid shifting with head position. B-scan ultrasonography confirmed 4-quadrant choroidal hemorrhage and partially mobile serous retinal detachment. B-scans also exhibited a solid lesion from the 6- to 10-o’clock meridians with irregular shape and variable internal reflectivity, measuring 5.8 mm in height. Magnetic resonance imaging was requested to delineate the mass from the surrounding clot (Figure 1B). In the interim, she received oral steroids aiming to contain the abundant exudation and topical atropine for pain, evolving with minimal clinical improvement on these features. Coloration changes in the left eye associated with choroidal hemorrhage and an intraocular solid lesion. B, The arrowhead indicates the lesion and the asterisk, the adjacent clot. What Would You Do Next?",Investigate liver dysfunction and biliary tract obstruction,Drain the hemorrhage with scleral windows,Treat with plaque brachytherapy,Rule out an occult systemic neoplasm,,D,Rule out an occult systemic neoplasm,JAMA Ophthalmology Clinical Challenge,Yes,https://cdn.jamanetwork.com/ama/content_public/journal/ophth/938916/m_ecg210031f1_1651869718.68128.png?Expires=1742320586&Signature=SO0x1fPpbesxPAk9ZMPdgAxvcNWiLueR2b5h9owzkGUphdShRhd7ROiV9i5fCPtBQ3uUUyAZ54WQpQWTM7WTwfxU-J8EEW06QpALKBDYWbWvQ-5zG88cS9~vDYQiuuGjA33aa2cz9uo5r7O~ECyFOv5Y9t5CGIdlviL1LDCPhAubD07vrmW2S-22ao9B9BGeiYMHqCYL1Doa8qZyY5jH7jNE0d4wSXRYcCk4Zmu4JFujvMlUWMO2Fza6qKC6AREWVAqwC-OOA43jKTAQSt1mUL5I79OZgT~ff0JoMZEvt-wgwHjg-YOLX4dGMYSGjs17syivwMmhyvqJtKtQ8Cjuxw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,hard
